Date,Price,Return,logReturn,RiskFreeRate,Premium,logRPremium
2001/9/28,10547.8288,-0.080765444,-0.084213959,0.0264,-0.107165444,-0.110613959
2001/10/31,10748.804,0.019053703,0.018874455,0.0216,-0.002546297,-0.002725545
2001/11/30,11573.4031,0.076715428,0.073915137,0.0187,0.058015428,0.055215137
2001/12/31,11674.7804,0.008759507,0.008721365,0.0169,-0.008140493,-0.008178635
2002/1/31,11504.5109,-0.014584386,-0.014691783,0.0165,-0.031084386,-0.031191783
2002/2/28,11282.3972,-0.019306662,-0.019495469,0.0172,-0.036506662,-0.036695469
2002/3/29,11706.7174,0.037609046,0.036919073,0.0179,0.019709046,0.019019073
2002/4/30,10996.7952,-0.060642294,-0.062558929,0.0171,-0.077742294,-0.079658929
2002/5/31,10915.7757,-0.007367556,-0.00739483,0.0173,-0.024667556,-0.02469483
2002/6/28,10139.1081,-0.071150931,-0.073809019,0.017,-0.088150931,-0.090809019
2002/7/31,9348.7999,-0.077946521,-0.081152054,0.0168,-0.094746521,-0.097952054
2002/8/30,9409.9784,0.006543995,0.006522676,0.0162,-0.009656005,-0.009677324
2002/9/30,8387.2871,-0.108681578,-0.115053539,0.0163,-0.124981578,-0.131353539
2002/10/31,9125.5273,0.08801895,0.084358565,0.0158,0.07221895,0.068558565
2002/11/29,9662.6422,0.058858506,0.057191446,0.0123,0.046558506,0.044891446
2002/12/31,9094.9418,-0.058752087,-0.060548718,0.0119,-0.070652087,-0.072448718
2003/1/31,8856.6778,-0.026197419,-0.026546685,0.0117,-0.037897419,-0.038246685
2003/2/28,8723.7911,-0.015004125,-0.015117826,0.0117,-0.026704125,-0.026817826
2003/3/31,8808.409,0.009699671,0.009652931,0.0113,-0.001600329,-0.001647069
2003/4/30,9533.7949,0.082351523,0.079136011,0.0113,0.071051523,0.067836011
2003/5/30,10036.0535,0.052681918,0.051341115,0.0107,0.041981918,0.040641115
2003/6/30,10163.9882,0.012747511,0.012666945,0.0092,0.003547511,0.003466945
2003/7/31,10342.8475,0.017597354,0.017444314,0.009,0.008597354,0.008444314
2003/8/29,10544.4574,0.019492688,0.019305139,0.0095,0.009992688,0.009805139
2003/9/30,10432.4784,-0.010619702,-0.010676494,0.0094,-0.020019702,-0.020076494
2003/10/31,11022.1629,0.056523913,0.054984192,0.0092,0.047323913,0.045784192
2003/11/28,11118.9643,0.008782432,0.008744091,0.0093,-0.000517568,-0.000555909
2003/12/31,11702.0233,0.052438247,0.051109612,0.009,0.043438247,0.042109612
2004/1/30,11916.7992,0.018353741,0.018187344,0.0088,0.009553741,0.009387344
2004/2/27,12082.3191,0.013889627,0.01379405,0.0093,0.004589627,0.00449405
2004/3/31,11900.0233,-0.015087815,-0.015202794,0.0094,-0.024487815,-0.024602794
2004/4/30,11713.2882,-0.015691994,-0.015816417,0.0094,-0.025091994,-0.025216417
2004/5/31,11873.8415,0.013706937,0.013613846,0.0102,0.003506937,0.003413846
2004/6/30,12104.8083,0.019451733,0.019264967,0.0127,0.006751733,0.006564967
2004/7/30,11704.1387,-0.033100037,-0.03366024,0.0133,-0.046400037,-0.04696024
2004/8/31,11751.3835,0.004036589,0.004028464,0.0148,-0.010763411,-0.010771536
2004/9/30,11878.5879,0.010824632,0.010766465,0.0165,-0.005675368,-0.005733535
2004/10/29,12060.1047,0.015281008,0.01516543,0.0176,-0.002318992,-0.00243457
2004/11/30,12548.0201,0.040456979,0.039660019,0.0207,0.019756979,0.018960019
2004/12/31,12974.6975,0.034003564,0.033438223,0.0219,0.012103564,0.011538223
2005/1/31,12658.4237,-0.024376198,-0.024678216,0.0233,-0.047676198,-0.047978216
2005/2/28,12924.7851,0.021042225,0.020823895,0.0254,-0.004357775,-0.004576105
2005/3/31,12695.9049,-0.017708627,-0.017867301,0.0274,-0.045108627,-0.045267301
2005/4/29,12455.1553,-0.018962776,-0.019144875,0.0278,-0.046762776,-0.046944875
2005/5/31,12851.4355,0.03181656,0.0313209,0.0284,0.00341656,0.0029209
2005/6/30,12869.7031,0.001421444,0.001420435,0.0297,-0.028278556,-0.028279565
2005/7/29,13348.2841,0.037186639,0.036511893,0.0322,0.004986639,0.004311893
2005/8/31,13226.5057,-0.00912315,-0.009165021,0.0344,-0.04352315,-0.043565021
2005/9/30,13333.6281,0.00809907,0.008066449,0.0342,-0.02610093,-0.026133551
2005/10/31,13111.4061,-0.016666282,-0.016806727,0.0371,-0.053766282,-0.053906727
2005/11/30,13607.2697,0.037819254,0.037121641,0.0388,-0.000980746,-0.001678359
2005/12/30,13611.3574,0.000300406,0.00030036,0.0389,-0.038599594,-0.03859964
2006/1/31,13971.8456,0.026484368,0.026139729,0.0424,-0.015915632,-0.016260271
2006/2/28,14009.6187,0.002703515,0.002699867,0.0443,-0.041596485,-0.041600133
2006/3/31,14183.869,0.012437905,0.012361189,0.0451,-0.032662095,-0.032738811
2006/4/28,14374.2819,0.013424609,0.013335298,0.046,-0.032575391,-0.032664702
2006/5/31,13960.5924,-0.028779838,-0.029202099,0.0472,-0.075979838,-0.076402099
2006/6/30,13979.1018,0.001325832,0.001324954,0.0479,-0.046574168,-0.046575046
2006/7/31,14065.3765,0.006171691,0.006152724,0.0495,-0.043328309,-0.043347276
2006/8/31,14400.0569,0.023794628,0.023515948,0.0496,-0.025805372,-0.026084052
2006/9/29,14770.7965,0.025745704,0.025419864,0.0481,-0.022354296,-0.022680136
2006/10/31,15252.0564,0.032581852,0.032062318,0.0492,-0.016618148,-0.017137682
2006/11/30,15542.1115,0.019017442,0.018838871,0.0494,-0.030382558,-0.030561129
2006/12/29,15758.7814,0.013940828,0.013844548,0.0485,-0.034559172,-0.034655452
2007/1/31,15997.0777,0.015121493,0.015008303,0.0498,-0.034678507,-0.034791697
2007/2/28,15684.2592,-0.019554728,-0.019748451,0.0503,-0.069854728,-0.070048451
2007/3/30,15859.4455,0.011169562,0.011107643,0.0494,-0.038230438,-0.038292357
2007/4/30,16562.0177,0.044299922,0.04334673,0.0487,-0.004400078,-0.00535327
2007/5/31,17139.7835,0.034884989,0.034290298,0.0473,-0.012415011,-0.013009702
2007/6/29,16854.8732,-0.016622748,-0.016762456,0.0461,-0.062722748,-0.062862456
2007/7/31,16332.3343,-0.031002245,-0.031492983,0.0482,-0.079202245,-0.079692983
2007/8/31,16577.121,0.014987858,0.014876649,0.042,-0.027012142,-0.027123351
2007/9/28,17196.9146,0.037388495,0.036706492,0.0389,-0.001511505,-0.002193508
2007/10/31,17470.4559,0.015906417,0.015781236,0.039,-0.023093583,-0.023218764
2007/11/30,16753.6272,-0.04103091,-0.041896436,0.0327,-0.07373091,-0.074596436
2007/12/31,16636.7577,-0.006975773,-0.007000217,0.03,-0.036975773,-0.037000217
2008/1/31,15638.8372,-0.059982872,-0.061857182,0.0275,-0.087482872,-0.089357182
2008/2/29,15130.7344,-0.032489807,-0.033029319,0.0212,-0.053689807,-0.054229319
2008/3/31,15065.3206,-0.00432324,-0.004332612,0.0126,-0.01692324,-0.016932612
2008/4/30,15799.1297,0.048708495,0.047559403,0.0129,0.035808495,0.034659403
2008/5/30,16003.767,0.012952441,0.012869276,0.0173,-0.004347559,-0.004430724
2008/6/30,14654.4616,-0.084311737,-0.088079297,0.0186,-0.102911737,-0.106679297
2008/7/31,14531.2729,-0.008406225,-0.008441756,0.0163,-0.024706225,-0.024741756
2008/8/29,14741.497,0.014467012,0.014363363,0.0172,-0.002732988,-0.002836637
2008/9/30,13427.8037,-0.089115325,-0.093338982,0.0113,-0.100415325,-0.104638982
2008/10/31,11172.593,-0.167950824,-0.183863735,0.0067,-0.174650824,-0.190563735
2008/11/28,10370.9822,-0.071747964,-0.074451993,0.0019,-0.073647964,-0.076351993
2008/12/31,10481.1791,0.010625503,0.010569449,0.0003,0.010325503,0.010269449
2009/1/30,9597.791,-0.084283275,-0.088048214,0.0013,-0.085583275,-0.089348214
2009/2/27,8575.8308,-0.106478689,-0.112585093,0.003,-0.109478689,-0.115585093
2009/3/31,9327.0651,0.087599011,0.083972525,0.0021,0.085499011,0.081872525
2009/4/30,10219.5691,0.095689693,0.091384022,0.0016,0.094089693,0.089784022
2009/5/29,10790.8475,0.055900439,0.0543939,0.0018,0.054100439,0.0525939
2009/6/30,10812.2046,0.001979187,0.001977231,0.0018,0.000179187,0.000177231
2009/7/31,11629.9423,0.075630986,0.072907454,0.0018,0.073830986,0.071107454
2009/8/31,12049.5982,0.036084091,0.03544831,0.0017,0.034384091,0.03374831
2009/9/30,12499.1819,0.037311095,0.036631879,0.0012,0.036111095,0.035431879
2009/10/30,12266.8614,-0.018586856,-0.018761763,0.0007,-0.019286856,-0.019461763
2009/11/30,13002.1504,0.059941086,0.058213328,0.0005,0.059441086,0.057713328
2009/12/31,13253.2561,0.019312628,0.019128506,0.0005,0.018812628,0.018628506
2010/1/29,12776.5255,-0.035970828,-0.036633724,0.0006,-0.036570828,-0.037233724
2010/2/26,13172.0317,0.030955693,0.030486229,0.0011,0.029855693,0.029386229
2010/3/31,13966.9253,0.060347076,0.058596285,0.0015,0.058847076,0.057096285
2010/4/30,14187.3285,0.015780366,0.015657151,0.0016,0.014180366,0.014057151
2010/5/31,13054.5022,-0.079847753,-0.083216137,0.0016,-0.081447753,-0.084816137
2010/6/30,12371.031,-0.05235521,-0.053775541,0.0012,-0.05355521,-0.054975541
2010/7/30,13237.7324,0.070058947,0.067713737,0.0016,0.068458947,0.066113737
2010/8/31,12640.092,-0.045146735,-0.0461976,0.0016,-0.046746735,-0.0477976
2010/9/30,13768.093,0.089239936,0.085480147,0.0015,0.087739936,0.083980147
2010/10/29,14291.9435,0.038048152,0.037342173,0.0013,0.036748152,0.036042173
2010/11/30,14293.6648,0.000120438,0.000120431,0.0014,-0.001279562,-0.001279569
2010/12/31,15249.0176,0.066837499,0.064698663,0.0014,0.065437499,0.063298663
2011/1/31,15610.378,0.023697291,0.023420868,0.0015,0.022197291,0.021920868
2011/2/28,16145.0446,0.034250714,0.033677217,0.0013,0.032950714,0.032377217
2011/3/31,16151.5577,0.000403412,0.00040333,0.001,-0.000596588,-0.00059667
2011/4/29,16629.753,0.02960676,0.029176943,0.0006,0.02900676,0.028576943
2011/5/31,16441.4622,-0.011322525,-0.011387113,0.0004,-0.011722525,-0.011787113
2011/6/30,16167.3769,-0.016670373,-0.016810887,0.0004,-0.017070373,-0.017210887
2011/7/29,15838.5201,-0.020340764,-0.020550486,0.0004,-0.020740764,-0.020950486
2011/8/31,14978.011,-0.054330145,-0.055861762,0.0002,-0.054530145,-0.056061762
2011/9/30,13925.1113,-0.070296363,-0.072889414,0.0001,-0.070396363,-0.072989414
2011/10/31,15447.0124,0.109291845,0.103721834,0.0002,0.109091845,0.103521834
2011/11/30,15412.7197,-0.002220022,-0.002222489,0.0001,-0.002320022,-0.002322489
2011/12/30,15570.0911,0.010210489,0.010158714,0.0001,0.010110489,0.010058714
2012/1/31,16267.8212,0.044812204,0.04383716,0.0003,0.044512204,0.04353716
2012/2/29,16971.2819,0.043242466,0.042333618,0.0009,0.042342466,0.041433618
2012/3/30,17528.8452,0.03285334,0.032325206,0.0008,0.03205334,0.031525206
2012/4/30,17418.715,-0.006282798,-0.006302618,0.0008,-0.007082798,-0.007102618
2012/5/31,16371.8596,-0.060099462,-0.06198122,0.0009,-0.060999462,-0.06288122
2012/6/29,17046.4515,0.041204354,0.040378076,0.0009,0.040304354,0.039478076
2012/7/31,17283.1562,0.013885864,0.013790338,0.001,0.012885864,0.012790338
2012/8/31,17672.7578,0.022542272,0.022291949,0.001,0.021542272,0.021291949
2012/9/28,18129.3959,0.025838531,0.025510357,0.0011,0.024738531,0.024410357
2012/10/31,17794.6561,-0.018463925,-0.018636511,0.001,-0.019463925,-0.019636511
2012/11/30,17897.8394,0.005798555,0.005781809,0.0009,0.004898555,0.004881809
2012/12/31,18060.2544,0.009074559,0.009033633,0.0007,0.008374559,0.008333633
2013/1/31,18995.6056,0.051790588,0.050494034,0.0007,0.051090588,0.049794034
2013/2/28,19253.3482,0.013568538,0.01347731,0.001,0.012568538,0.01247731
2013/3/29,19975.4414,0.037504812,0.036818611,0.0009,0.036604812,0.035918611
2013/4/30,20360.2625,0.019264711,0.019081495,0.0006,0.018664711,0.018481495
2013/5/31,20836.1159,0.023371673,0.023102738,0.0004,0.022971673,0.022702738
2013/6/28,20556.3659,-0.013426207,-0.013517153,0.0005,-0.013926207,-0.014017153
2013/7/31,21602.3525,0.050883829,0.049631552,0.0004,0.050483829,0.049231552
2013/8/30,20976.3141,-0.028980103,-0.02940832,0.0004,-0.029380103,-0.02980832
2013/9/30,21634.1784,0.031362245,0.030880496,0.0002,0.031162245,0.030680496
2013/10/31,22628.5485,0.045962924,0.04493792,0.0005,0.045462924,0.04443792
2013/11/29,23317.7821,0.030458586,0.030003933,0.0007,0.029758586,0.029303933
2013/12/31,23906.5082,0.025247946,0.024934482,0.0007,0.024547946,0.024234482
2014/1/31,23079.9587,-0.034574246,-0.035186079,0.0004,-0.034974246,-0.035586079
2014/2/28,24135.3052,0.045725667,0.044711062,0.0005,0.045225667,0.044211062
2014/3/31,24338.2342,0.008407973,0.008372823,0.0005,0.007907973,0.007872823
2014/4/30,24518.0784,0.007389369,0.007362202,0.0003,0.007089369,0.007062202
2014/5/30,25093.1999,0.023457038,0.02318615,0.0003,0.023157038,0.02288615
2014/6/30,25611.5821,0.020658274,0.020447786,0.0004,0.020258274,0.020047786
2014/7/31,25258.3399,-0.013792283,-0.013888281,0.0003,-0.014092283,-0.014188281
2014/8/29,26268.4906,0.039992759,0.039213751,0.0003,0.039692759,0.038913751
2014/9/30,25900.1808,-0.014020973,-0.014120195,0.0002,-0.014220973,-0.014320195
2014/10/31,26532.6718,0.024420331,0.024126922,0.0002,0.024220331,0.023926922
2014/11/28,27245.6637,0.026872224,0.026517506,0.0002,0.026672224,0.026317506
2014/12/31,27175.554,-0.002573243,-0.002576559,0.0003,-0.002873243,-0.002876559
2015/1/30,26359.7898,-0.03001831,-0.030478084,0.0003,-0.03031831,-0.030778084
2015/2/27,27874.4193,0.057459847,0.055869662,0.0002,0.057259847,0.055669662
2015/3/31,27433.6788,-0.015811648,-0.015937985,0.0003,-0.016111648,-0.016237985
2015/4/30,27696.5072,0.009580501,0.009534899,0.0002,0.009380501,0.009334899
2015/5/29,28052.7185,0.012861235,0.012779232,0.0002,0.012661235,0.012579232
2015/6/30,27509.6686,-0.019358192,-0.019548015,0.0002,-0.019558192,-0.019748015
2015/7/31,28086.1167,0.020954382,0.020737858,0.0003,0.020654382,0.020437858
2015/8/31,26391.2061,-0.060346919,-0.062244534,0.0007,-0.061046919,-0.062944534
2015/9/30,25738.303,-0.024739419,-0.025050581,0.0002,-0.024939419,-0.025250581
2015/10/30,27909.3858,0.084352212,0.080982769,0.0002,0.084152212,0.080782769
2015/11/30,27992.1372,0.002965003,0.002960616,0.0012,0.001765003,0.001760616
2015/12/31,27548.1152,-0.015862383,-0.015989537,0.0023,-0.018162383,-0.018289537
2016/1/29,26181.0252,-0.049625537,-0.0508992,0.0026,-0.052225537,-0.0534992
2016/2/29,26145.4471,-0.001358927,-0.001359851,0.0031,-0.004458927,-0.004459851
2016/3/31,27919.0391,0.067835597,0.065633793,0.0029,0.064935597,0.062733793
2016/4/29,28027.34,0.003879106,0.003871601,0.0023,0.001579106,0.001571601
2016/5/31,28530.2546,0.017943715,0.017784627,0.0027,0.015243715,0.015084627
2016/6/30,28604.3008,0.002595357,0.002591995,0.0027,-0.000104643,-0.000108005
2016/7/29,29658.7852,0.03686454,0.036201294,0.003,0.03386454,0.033201294
2016/8/31,29700.5219,0.001407229,0.00140624,0.003,-0.001592771,-0.00159376
2016/9/30,29705.7647,0.000176522,0.000176507,0.0029,-0.002723478,-0.002723493
2016/10/31,29163.8794,-0.018241756,-0.018410188,0.0033,-0.021541756,-0.021710188
2016/11/30,30244.0011,0.037036283,0.036366917,0.0045,0.032536283,0.031866917
2016/12/30,30839.4866,0.019689376,0.019498047,0.0051,0.014589376,0.014398047
2017/1/31,31424.3982,0.018966321,0.018788703,0.0051,0.013866321,0.013688703
2017/2/28,32672.1133,0.039705298,0.038937306,0.0052,0.034505298,0.033737306
2017/3/31,32709.9255,0.001157323,0.001156654,0.0074,-0.006242677,-0.006243346
2017/4/28,33045.8909,0.010271054,0.010218665,0.008,0.002271054,0.002218665
2017/5/31,33510.9134,0.014072022,0.01397393,0.0089,0.005172022,0.00507393
2017/6/30,33719.7507,0.006231919,0.006212581,0.0098,-0.003568081,-0.003587419
2017/7/31,34413.1031,0.020562204,0.020353656,0.0107,0.009862204,0.009653656
2017/8/31,34518.4464,0.003061139,0.003056463,0.0101,-0.007038861,-0.007043537
2017/9/29,35230.2081,0.020619749,0.02041004,0.0103,0.010319749,0.01011004
2017/10/31,36052.2608,0.023333745,0.023065675,0.0107,0.012633745,0.012365675
2017/11/30,37158.0321,0.030671344,0.03021038,0.0123,0.018371344,0.01791038
2017/12/29,37568.2233,0.011039099,0.010978613,0.0132,-0.002160901,-0.002221387
2018/1/31,39718.3343,0.057232172,0.055654334,0.0141,0.043132172,0.041554334
2018/2/28,38254.3261,-0.036859758,-0.037556248,0.0157,-0.052559758,-0.053256248
2018/3/30,37281.9337,-0.025419149,-0.025747796,0.017,-0.042419149,-0.042747796
2018/4/30,37424.939,0.00383578,0.003828442,0.0176,-0.01376422,-0.013771558
2018/5/31,38326.0313,0.024077322,0.023792033,0.0186,0.005477322,0.005192033
2018/6/29,38561.6462,0.006147647,0.006128827,0.019,-0.012852353,-0.012871173
2018/7/31,39996.7351,0.037215447,0.036539668,0.0196,0.017615447,0.016939668
2018/8/31,41299.9548,0.032583152,0.032063577,0.0203,0.012283152,0.011763577
2018/9/28,41534.7195,0.005684382,0.005668286,0.0213,-0.015615618,-0.015631714
2018/10/31,38695.7272,-0.068352269,-0.070800506,0.0225,-0.090852269,-0.093300506
2018/11/30,39484.1683,0.020375405,0.020170603,0.0233,-0.002924595,-0.003129397
2018/12/31,35917.2216,-0.090338656,-0.094682898,0.0237,-0.114038656,-0.118382898
2019/1/31,38795.4256,0.080134372,0.077085452,0.0237,0.056434372,0.053385452
2019/2/28,40041.0672,0.03210795,0.031603265,0.0239,0.00820795,0.007703265
2019/3/29,40818.878,0.019425326,0.019239063,0.024,-0.004574674,-0.004760937
2019/4/30,42471.6046,0.040489271,0.039691055,0.0238,0.016689271,0.015891055
2019/5/31,39772.5821,-0.06354887,-0.065657943,0.0235,-0.08704887,-0.089157943
2019/6/28,42575.3583,0.070470059,0.068097859,0.0217,0.048770059,0.046397859
2019/7/31,43187.2818,0.014372715,0.014270407,0.021,-0.006627285,-0.006729593
2019/8/30,42503.1924,-0.015840066,-0.015966861,0.0195,-0.035340066,-0.035466861
2019/9/30,43298.1954,0.018704548,0.018531769,0.0189,-0.000195452,-0.000368231
2019/10/31,44235.9175,0.021657302,0.021426115,0.0165,0.005157302,0.004926115
2019/11/29,45841.677,0.036299903,0.035656583,0.0154,0.020899903,0.020256583
2019/12/31,47221.9351,0.030109241,0.029664856,0.0154,0.014709241,0.014264856
2020/1/31,47201.1871,-0.000439372,-0.000439469,0.0152,-0.015639372,-0.015639469
2020/2/28,43315.5204,-0.082321377,-0.085908033,0.0152,-0.097521377,-0.101108033
2020/3/31,37965.2518,-0.123518511,-0.131839695,0.0029,-0.126418511,-0.134739695
2020/4/30,42832.165,0.128193887,0.120618024,0.0014,0.126793887,0.119218024
2020/5/29,44872.2574,0.047629916,0.046530389,0.0013,0.046329916,0.045230389
2020/6/30,45764.3804,0.019881393,0.01968634,0.0016,0.018281393,0.01808634
2020/7/31,48344.6634,0.056381906,0.054849773,0.0013,0.055081906,0.053549773
2020/8/31,51819.8023,0.071882575,0.069416519,0.001,0.070882575,0.068416519
2020/9/30,49850.5532,-0.038001864,-0.038742766,0.0011,-0.039101864,-0.039842766
2020/10/30,48524.837,-0.026593811,-0.026953824,0.001,-0.027593811,-0.027953824
2020/11/30,53836.4566,0.109461874,0.1038751,0.0009,0.108561874,0.1029751
2020/12/31,55904.5241,0.038413886,0.037694439,0.0009,0.037513886,0.036794439
2021/1/29,55335.5599,-0.010177427,-0.010229571,0.0008,-0.010977427,-0.011029571
2021/2/26,56861.4784,0.027575731,0.027202369,0.0004,0.027175731,0.026802369
2021/3/31,59351.2862,0.043787251,0.042855686,0.0003,0.043487251,0.042555686
2021/4/30,62518.7526,0.053368117,0.051992761,0.0002,0.053168117,0.051792761
2021/5/31,62955.2313,0.006981564,0.006957306,0.0002,0.006781564,0.006757306
2021/6/30,64424.723,0.023341852,0.023073597,0.0004,0.022941852,0.022673597
2021/7/30,65955.0149,0.023753178,0.02347546,0.0005,0.023253178,0.02297546
2021/8/31,67960.4814,0.030406581,0.029953463,0.0005,0.029906581,0.029453463
2021/9/30,64798.6966,-0.046523873,-0.047640891,0.0004,-0.046923873,-0.048040891
2021/10/29,69337.927,0.070051261,0.067706555,0.0005,0.069551261,0.067206555
2021/11/30,68856.0102,-0.006950263,-0.006974528,0.0005,-0.007450263,-0.007474528
2021/12/31,71936.7528,0.044741811,0.043769784,0.0006,0.044141811,0.043169784
2022/1/31,68214.1273,-0.05174859,-0.053135611,0.0015,-0.05324859,-0.054635611
2022/2/28,66169.7377,-0.029970179,-0.030428465,0.0033,-0.033270179,-0.033728465
2022/3/31,68625.8341,0.037118122,0.03644583,0.0044,0.032718122,0.03204583
2022/4/29,62641.6378,-0.087200343,-0.091238857,0.0076,-0.094800343,-0.098838857
2022/5/31,62756.604,0.0018353,0.001833618,0.0098,-0.0079647,-0.007966382
2022/6/30,57572.8284,-0.082601277,-0.086213088,0.0149,-0.097501277,-0.101113088
2022/7/29,62881.4444,0.092206969,0.088200391,0.0223,0.069906969,0.065900391
2022/8/31,60316.9745,-0.040782618,-0.041637554,0.0263,-0.067082618,-0.067937554
